UpgradeID,Name,Rarity,PhaseBias,Category,GrantType,RefID,Weight,MinLv,MaxLv,NeedTags,NeedUpgrade,StarterBias,Pool,Description,LocKey,Version
UPG_MISC_061,Automation升级 061,Uncommon,Mid,Automation,Stat,Automation,64,1,999,TAG_Automation,UPG_MISC_060,N,DevFallback,Automation向泛用条目 61,LOC_UPG_MISC_061,Release
UPG_MISC_062,Rare升级 062,Uncommon,Mid,Rare,Stat,Rare,63,1,999,TAG_Rare,UPG_MISC_061,N,DevFallback,Rare向泛用条目 62,LOC_UPG_MISC_062,Release
UPG_MISC_063,Defense升级 063,Uncommon,Mid,Defense,Stat,Defense,62,1,999,TAG_Defense,UPG_MISC_062,N,DevFallback,Defense向泛用条目 63,LOC_UPG_MISC_063,Release
UPG_MISC_064,Damage升级 064,Uncommon,Mid,Damage,Stat,Damage,61,1,999,TAG_Damage,UPG_MISC_063,N,DevFallback,Damage向泛用条目 64,LOC_UPG_MISC_064,Release
UPG_MISC_065,AOE升级 065,Uncommon,Mid,AOE,Stat,AOE,60,1,999,TAG_AOE,UPG_MISC_064,N,DevFallback,AOE向泛用条目 65,LOC_UPG_MISC_065,Release
UPG_MISC_066,Crit升级 066,Uncommon,Mid,Crit,Stat,Crit,70,1,999,TAG_Crit,UPG_MISC_065,N,DevFallback,Crit向泛用条目 66,LOC_UPG_MISC_066,Release
UPG_MISC_067,Gold升级 067,Uncommon,Mid,Gold,Stat,Gold,69,1,999,TAG_Gold,UPG_MISC_066,N,DevFallback,Gold向泛用条目 67,LOC_UPG_MISC_067,Release
UPG_MISC_068,Execute升级 068,Uncommon,Mid,Execute,Stat,Execute,68,1,999,TAG_Execute,UPG_MISC_067,N,DevFallback,Execute向泛用条目 68,LOC_UPG_MISC_068,Release
UPG_MISC_069,Automation升级 069,Uncommon,Mid,Automation,Stat,Automation,67,1,999,TAG_Automation,UPG_MISC_068,N,DevFallback,Automation向泛用条目 69,LOC_UPG_MISC_069,Release
UPG_MISC_070,Rare升级 070,Uncommon,Mid,Rare,Stat,Rare,66,1,999,TAG_Rare,UPG_MISC_069,N,DevFallback,Rare向泛用条目 70,LOC_UPG_MISC_070,Release
UPG_MISC_071,Defense升级 071,Rare,Mid,Defense,Stat,Defense,65,1,999,TAG_Defense,UPG_MISC_070,N,DevFallback,Defense向泛用条目 71,LOC_UPG_MISC_071,Release
UPG_MISC_072,Damage升级 072,Rare,Mid,Damage,Stat,Damage,64,1,999,TAG_Damage,UPG_MISC_071,N,DevFallback,Damage向泛用条目 72,LOC_UPG_MISC_072,Release
UPG_MISC_073,AOE升级 073,Rare,Mid,AOE,Stat,AOE,63,1,999,TAG_AOE,UPG_MISC_072,N,DevFallback,AOE向泛用条目 73,LOC_UPG_MISC_073,Release
UPG_MISC_074,Crit升级 074,Rare,Mid,Crit,Stat,Crit,62,1,999,TAG_Crit,UPG_MISC_073,N,DevFallback,Crit向泛用条目 74,LOC_UPG_MISC_074,Release
UPG_MISC_075,Gold升级 075,Rare,Mid,Gold,Stat,Gold,61,1,999,TAG_Gold,UPG_MISC_074,N,DevFallback,Gold向泛用条目 75,LOC_UPG_MISC_075,Release
UPG_MISC_076,Execute升级 076,Rare,Mid,Execute,Stat,Execute,60,1,999,TAG_Execute,UPG_MISC_075,N,DevFallback,Execute向泛用条目 76,LOC_UPG_MISC_076,Release
UPG_MISC_077,Automation升级 077,Rare,Mid,Automation,Stat,Automation,70,1,999,TAG_Automation,UPG_MISC_076,N,DevFallback,Automation向泛用条目 77,LOC_UPG_MISC_077,Release
UPG_MISC_078,Rare升级 078,Rare,Mid,Rare,Stat,Rare,69,1,999,TAG_Rare,UPG_MISC_077,N,DevFallback,Rare向泛用条目 78,LOC_UPG_MISC_078,Release
UPG_MISC_079,Defense升级 079,Rare,Mid,Defense,Stat,Defense,68,1,999,TAG_Defense,UPG_MISC_078,N,DevFallback,Defense向泛用条目 79,LOC_UPG_MISC_079,Release
UPG_MISC_080,Damage升级 080,Rare,Mid,Damage,Stat,Damage,67,1,999,TAG_Damage,UPG_MISC_079,N,DevFallback,Damage向泛用条目 80,LOC_UPG_MISC_080,Release
UPG_MISC_081,AOE升级 081,Rare,Mid,AOE,Stat,AOE,66,1,999,TAG_AOE,UPG_MISC_080,N,DevFallback,AOE向泛用条目 81,LOC_UPG_MISC_081,Release
UPG_MISC_082,Crit升级 082,Rare,Mid,Crit,Stat,Crit,65,1,999,TAG_Crit,UPG_MISC_081,N,DevFallback,Crit向泛用条目 82,LOC_UPG_MISC_082,Release
UPG_MISC_083,Gold升级 083,Rare,Mid,Gold,Stat,Gold,64,1,999,TAG_Gold,UPG_MISC_082,N,DevFallback,Gold向泛用条目 83,LOC_UPG_MISC_083,Release
UPG_MISC_084,Execute升级 084,Rare,Mid,Execute,Stat,Execute,63,1,999,TAG_Execute,UPG_MISC_083,N,DevFallback,Execute向泛用条目 84,LOC_UPG_MISC_084,Release
UPG_MISC_085,Automation升级 085,Rare,Mid,Automation,Stat,Automation,62,1,999,TAG_Automation,UPG_MISC_084,N,DevFallback,Automation向泛用条目 85,LOC_UPG_MISC_085,Release
UPG_MISC_086,Rare升级 086,Rare,Mid,Rare,Stat,Rare,61,1,999,TAG_Rare,UPG_MISC_085,N,DevFallback,Rare向泛用条目 86,LOC_UPG_MISC_086,Release
UPG_MISC_087,Defense升级 087,Rare,Mid,Defense,Stat,Defense,60,1,999,TAG_Defense,UPG_MISC_086,N,DevFallback,Defense向泛用条目 87,LOC_UPG_MISC_087,Release
UPG_MISC_088,Damage升级 088,Rare,Mid,Damage,Stat,Damage,70,1,999,TAG_Damage,UPG_MISC_087,N,DevFallback,Damage向泛用条目 88,LOC_UPG_MISC_088,Release
UPG_MISC_089,AOE升级 089,Rare,Mid,AOE,Stat,AOE,69,1,999,TAG_AOE,UPG_MISC_088,N,DevFallback,AOE向泛用条目 89,LOC_UPG_MISC_089,Release
UPG_MISC_090,Crit升级 090,Rare,Mid,Crit,Stat,Crit,68,1,999,TAG_Crit,UPG_MISC_089,N,DevFallback,Crit向泛用条目 90,LOC_UPG_MISC_090,Release
UPG_MISC_091,Gold升级 091,Rare,Mid,Gold,Stat,Gold,67,1,999,TAG_Gold,UPG_MISC_090,N,DevFallback,Gold向泛用条目 91,LOC_UPG_MISC_091,Release
UPG_MISC_092,Execute升级 092,Rare,Mid,Execute,Stat,Execute,66,1,999,TAG_Execute,UPG_MISC_091,N,DevFallback,Execute向泛用条目 92,LOC_UPG_MISC_092,Release
UPG_MISC_093,Automation升级 093,Rare,Mid,Automation,Stat,Automation,65,1,999,TAG_Automation,UPG_MISC_092,N,DevFallback,Automation向泛用条目 93,LOC_UPG_MISC_093,Release
UPG_MISC_094,Rare升级 094,Rare,Mid,Rare,Stat,Rare,64,1,999,TAG_Rare,UPG_MISC_093,N,DevFallback,Rare向泛用条目 94,LOC_UPG_MISC_094,Release
UPG_MISC_095,Defense升级 095,Rare,Mid,Defense,Stat,Defense,63,1,999,TAG_Defense,UPG_MISC_094,N,DevFallback,Defense向泛用条目 95,LOC_UPG_MISC_095,Release
UPG_MISC_096,Damage升级 096,Rare,Mid,Damage,Stat,Damage,62,1,999,TAG_Damage,UPG_MISC_095,N,DevFallback,Damage向泛用条目 96,LOC_UPG_MISC_096,Release
UPG_MISC_097,AOE升级 097,Rare,Mid,AOE,Stat,AOE,61,1,999,TAG_AOE,UPG_MISC_096,N,DevFallback,AOE向泛用条目 97,LOC_UPG_MISC_097,Release
UPG_MISC_098,Crit升级 098,Rare,Mid,Crit,Stat,Crit,60,1,999,TAG_Crit,UPG_MISC_097,N,DevFallback,Crit向泛用条目 98,LOC_UPG_MISC_098,Release
UPG_MISC_099,Gold升级 099,Rare,Mid,Gold,Stat,Gold,70,1,999,TAG_Gold,UPG_MISC_098,N,DevFallback,Gold向泛用条目 99,LOC_UPG_MISC_099,Release
UPG_MISC_100,Execute升级 100,Rare,Mid,Execute,Stat,Execute,69,1,999,TAG_Execute,UPG_MISC_099,N,DevFallback,Execute向泛用条目 100,LOC_UPG_MISC_100,Release
UPG_MISC_101,Automation升级 101,Rare,Mid,Automation,Stat,Automation,68,1,999,TAG_Automation,UPG_MISC_100,N,DevFallback,Automation向泛用条目 101,LOC_UPG_MISC_101,Release
UPG_MISC_102,Rare升级 102,Rare,Mid,Rare,Stat,Rare,67,1,999,TAG_Rare,UPG_MISC_101,N,DevFallback,Rare向泛用条目 102,LOC_UPG_MISC_102,Release
UPG_MISC_103,Defense升级 103,Rare,Mid,Defense,Stat,Defense,66,1,999,TAG_Defense,UPG_MISC_102,N,DevFallback,Defense向泛用条目 103,LOC_UPG_MISC_103,Release
UPG_MISC_104,Damage升级 104,Rare,Mid,Damage,Stat,Damage,65,1,999,TAG_Damage,UPG_MISC_103,N,DevFallback,Damage向泛用条目 104,LOC_UPG_MISC_104,Release
UPG_MISC_105,AOE升级 105,Rare,Mid,AOE,Stat,AOE,64,1,999,TAG_AOE,UPG_MISC_104,N,DevFallback,AOE向泛用条目 105,LOC_UPG_MISC_105,Release
UPG_MISC_106,Crit升级 106,Epic,Mid,Crit,Stat,Crit,63,1,999,TAG_Crit,UPG_MISC_105,N,DevFallback,Crit向泛用条目 106,LOC_UPG_MISC_106,Release
UPG_MISC_107,Gold升级 107,Epic,Mid,Gold,Stat,Gold,62,1,999,TAG_Gold,UPG_MISC_106,N,DevFallback,Gold向泛用条目 107,LOC_UPG_MISC_107,Release
UPG_MISC_108,Execute升级 108,Epic,Mid,Execute,Stat,Execute,61,1,999,TAG_Execute,UPG_MISC_107,N,DevFallback,Execute向泛用条目 108,LOC_UPG_MISC_108,Release
UPG_MISC_109,Automation升级 109,Epic,Mid,Automation,Stat,Automation,60,1,999,TAG_Automation,UPG_MISC_108,N,DevFallback,Automation向泛用条目 109,LOC_UPG_MISC_109,Release
UPG_MISC_110,Rare升级 110,Epic,Mid,Rare,Stat,Rare,70,1,999,TAG_Rare,UPG_MISC_109,N,DevFallback,Rare向泛用条目 110,LOC_UPG_MISC_110,Release
UPG_MISC_111,Defense升级 111,Epic,Mid,Defense,Stat,Defense,69,1,999,TAG_Defense,UPG_MISC_110,N,DevFallback,Defense向泛用条目 111,LOC_UPG_MISC_111,Release
UPG_MISC_112,Damage升级 112,Epic,Mid,Damage,Stat,Damage,68,1,999,TAG_Damage,UPG_MISC_111,N,DevFallback,Damage向泛用条目 112,LOC_UPG_MISC_112,Release
UPG_MISC_113,AOE升级 113,Epic,Mid,AOE,Stat,AOE,67,1,999,TAG_AOE,UPG_MISC_112,N,DevFallback,AOE向泛用条目 113,LOC_UPG_MISC_113,Release
UPG_MISC_114,Crit升级 114,Epic,Mid,Crit,Stat,Crit,66,1,999,TAG_Crit,UPG_MISC_113,N,DevFallback,Crit向泛用条目 114,LOC_UPG_MISC_114,Release
UPG_MISC_115,Gold升级 115,Epic,Mid,Gold,Stat,Gold,65,1,999,TAG_Gold,UPG_MISC_114,N,DevFallback,Gold向泛用条目 115,LOC_UPG_MISC_115,Release
UPG_MISC_116,Execute升级 116,Epic,Mid,Execute,Stat,Execute,64,1,999,TAG_Execute,UPG_MISC_115,N,DevFallback,Execute向泛用条目 116,LOC_UPG_MISC_116,Release
UPG_MISC_117,Automation升级 117,Epic,Mid,Automation,Stat,Automation,63,1,999,TAG_Automation,UPG_MISC_116,N,DevFallback,Automation向泛用条目 117,LOC_UPG_MISC_117,Release
UPG_MISC_118,Rare升级 118,Epic,Mid,Rare,Stat,Rare,62,1,999,TAG_Rare,UPG_MISC_117,N,DevFallback,Rare向泛用条目 118,LOC_UPG_MISC_118,Release
UPG_MISC_119,Defense升级 119,Epic,Mid,Defense,Stat,Defense,61,1,999,TAG_Defense,UPG_MISC_118,N,DevFallback,Defense向泛用条目 119,LOC_UPG_MISC_119,Release
UPG_MISC_120,Damage升级 120,Epic,Late,Damage,Stat,Damage,60,1,999,TAG_Damage,UPG_MISC_119,N,DevFallback,Damage向泛用条目 120,LOC_UPG_MISC_120,Release
UPG_MISC_121,AOE升级 121,Epic,Late,AOE,Stat,AOE,70,1,999,TAG_AOE,UPG_MISC_120,N,DevFallback,AOE向泛用条目 121,LOC_UPG_MISC_121,Release
UPG_MISC_122,Crit升级 122,Epic,Late,Crit,Stat,Crit,69,1,999,TAG_Crit,UPG_MISC_121,N,DevFallback,Crit向泛用条目 122,LOC_UPG_MISC_122,Release
UPG_MISC_123,Gold升级 123,Epic,Late,Gold,Stat,Gold,68,1,999,TAG_Gold,UPG_MISC_122,N,DevFallback,Gold向泛用条目 123,LOC_UPG_MISC_123,Release
UPG_MISC_124,Execute升级 124,Epic,Late,Execute,Stat,Execute,67,1,999,TAG_Execute,UPG_MISC_123,N,DevFallback,Execute向泛用条目 124,LOC_UPG_MISC_124,Release
UPG_MISC_125,Automation升级 125,Epic,Late,Automation,Stat,Automation,66,1,999,TAG_Automation,UPG_MISC_124,N,DevFallback,Automation向泛用条目 125,LOC_UPG_MISC_125,Release
UPG_MISC_126,Rare升级 126,Epic,Late,Rare,Stat,Rare,65,1,999,TAG_Rare,UPG_MISC_125,N,DevFallback,Rare向泛用条目 126,LOC_UPG_MISC_126,Release
UPG_MISC_127,Defense升级 127,Epic,Late,Defense,Stat,Defense,64,1,999,TAG_Defense,UPG_MISC_126,N,DevFallback,Defense向泛用条目 127,LOC_UPG_MISC_127,Release
UPG_MISC_128,Damage升级 128,Epic,Late,Damage,Stat,Damage,63,1,999,TAG_Damage,UPG_MISC_127,N,DevFallback,Damage向泛用条目 128,LOC_UPG_MISC_128,Release
UPG_MISC_129,AOE升级 129,Epic,Late,AOE,Stat,AOE,62,1,999,TAG_AOE,UPG_MISC_128,N,DevFallback,AOE向泛用条目 129,LOC_UPG_MISC_129,Release
UPG_MISC_130,Crit升级 130,Epic,Late,Crit,Stat,Crit,61,1,999,TAG_Crit,UPG_MISC_129,N,DevFallback,Crit向泛用条目 130,LOC_UPG_MISC_130,Release
UPG_MISC_131,Gold升级 131,Epic,Late,Gold,Stat,Gold,60,1,999,TAG_Gold,UPG_MISC_130,N,DevFallback,Gold向泛用条目 131,LOC_UPG_MISC_131,Release
UPG_MISC_132,Execute升级 132,Epic,Late,Execute,Stat,Execute,70,1,999,TAG_Execute,UPG_MISC_131,N,DevFallback,Execute向泛用条目 132,LOC_UPG_MISC_132,Release
UPG_MISC_133,Automation升级 133,Epic,Late,Automation,Stat,Automation,69,1,999,TAG_Automation,UPG_MISC_132,N,DevFallback,Automation向泛用条目 133,LOC_UPG_MISC_133,Release
UPG_MISC_134,Rare升级 134,Epic,Late,Rare,Stat,Rare,68,1,999,TAG_Rare,UPG_MISC_133,N,DevFallback,Rare向泛用条目 134,LOC_UPG_MISC_134,Release
UPG_MISC_135,Defense升级 135,Epic,Late,Defense,Stat,Defense,67,1,999,TAG_Defense,UPG_MISC_134,N,DevFallback,Defense向泛用条目 135,LOC_UPG_MISC_135,Release
UPG_MISC_136,Damage升级 136,Epic,Late,Damage,Stat,Damage,66,1,999,TAG_Damage,UPG_MISC_135,N,DevFallback,Damage向泛用条目 136,LOC_UPG_MISC_136,Release
UPG_MISC_137,AOE升级 137,Epic,Late,AOE,Stat,AOE,65,1,999,TAG_AOE,UPG_MISC_136,N,DevFallback,AOE向泛用条目 137,LOC_UPG_MISC_137,Release
UPG_MISC_138,Crit升级 138,Epic,Late,Crit,Stat,Crit,64,1,999,TAG_Crit,UPG_MISC_137,N,DevFallback,Crit向泛用条目 138,LOC_UPG_MISC_138,Release
UPG_MISC_139,Gold升级 139,Epic,Late,Gold,Stat,Gold,63,1,999,TAG_Gold,UPG_MISC_138,N,DevFallback,Gold向泛用条目 139,LOC_UPG_MISC_139,Release
UPG_MISC_140,Execute升级 140,Epic,Late,Execute,Stat,Execute,62,1,999,TAG_Execute,UPG_MISC_139,N,DevFallback,Execute向泛用条目 140,LOC_UPG_MISC_140,Release
UPG_MISC_141,Automation升级 141,Legendary,Late,Automation,Stat,Automation,61,1,999,TAG_Automation,UPG_MISC_140,N,DevFallback,Automation向泛用条目 141,LOC_UPG_MISC_141,Release
UPG_MISC_142,Rare升级 142,Legendary,Late,Rare,Stat,Rare,60,1,999,TAG_Rare,UPG_MISC_141,N,DevFallback,Rare向泛用条目 142,LOC_UPG_MISC_142,Release
UPG_MISC_143,Defense升级 143,Legendary,Late,Defense,Stat,Defense,70,1,999,TAG_Defense,UPG_MISC_142,N,DevFallback,Defense向泛用条目 143,LOC_UPG_MISC_143,Release
UPG_MISC_144,Damage升级 144,Legendary,Late,Damage,Stat,Damage,69,1,999,TAG_Damage,UPG_MISC_143,N,DevFallback,Damage向泛用条目 144,LOC_UPG_MISC_144,Release
UPG_MISC_145,AOE升级 145,Legendary,Late,AOE,Stat,AOE,68,1,999,TAG_AOE,UPG_MISC_144,N,DevFallback,AOE向泛用条目 145,LOC_UPG_MISC_145,Release
UPG_MISC_146,Crit升级 146,Legendary,Late,Crit,Stat,Crit,67,1,999,TAG_Crit,UPG_MISC_145,N,DevFallback,Crit向泛用条目 146,LOC_UPG_MISC_146,Release
UPG_MISC_147,Gold升级 147,Legendary,Late,Gold,Stat,Gold,66,1,999,TAG_Gold,UPG_MISC_146,N,DevFallback,Gold向泛用条目 147,LOC_UPG_MISC_147,Release
UPG_MISC_148,Execute升级 148,Legendary,Late,Execute,Stat,Execute,65,1,999,TAG_Execute,UPG_MISC_147,N,DevFallback,Execute向泛用条目 148,LOC_UPG_MISC_148,Release
UPG_MISC_149,Automation升级 149,Legendary,Late,Automation,Stat,Automation,64,1,999,TAG_Automation,UPG_MISC_148,N,DevFallback,Automation向泛用条目 149,LOC_UPG_MISC_149,Release
UPG_MISC_150,Rare升级 150,Legendary,Late,Rare,Stat,Rare,63,1,999,TAG_Rare,UPG_MISC_149,N,DevFallback,Rare向泛用条目 150,LOC_UPG_MISC_150,Release
UPG_MISC_151,Defense升级 151,Legendary,Late,Defense,Stat,Defense,62,1,999,TAG_Defense,UPG_MISC_150,N,DevFallback,Defense向泛用条目 151,LOC_UPG_MISC_151,Release
UPG_MISC_152,Damage升级 152,Legendary,Late,Damage,Stat,Damage,61,1,999,TAG_Damage,UPG_MISC_151,N,DevFallback,Damage向泛用条目 152,LOC_UPG_MISC_152,Release
UPG_MISC_153,AOE升级 153,Legendary,Late,AOE,Stat,AOE,60,1,999,TAG_AOE,UPG_MISC_152,N,DevFallback,AOE向泛用条目 153,LOC_UPG_MISC_153,Release
UPG_MISC_154,Crit升级 154,Legendary,Late,Crit,Stat,Crit,70,1,999,TAG_Crit,UPG_MISC_153,N,DevFallback,Crit向泛用条目 154,LOC_UPG_MISC_154,Release
UPG_MISC_155,Gold升级 155,Legendary,Late,Gold,Stat,Gold,69,1,999,TAG_Gold,UPG_MISC_154,N,DevFallback,Gold向泛用条目 155,LOC_UPG_MISC_155,Release
UPG_MISC_156,Execute升级 156,Legendary,Late,Execute,Stat,Execute,68,1,999,TAG_Execute,UPG_MISC_155,N,DevFallback,Execute向泛用条目 156,LOC_UPG_MISC_156,Release
UPG_MISC_157,Automation升级 157,Legendary,Late,Automation,Stat,Automation,67,1,999,TAG_Automation,UPG_MISC_156,N,DevFallback,Automation向泛用条目 157,LOC_UPG_MISC_157,Release
UPG_MISC_158,Rare升级 158,Legendary,Late,Rare,Stat,Rare,66,1,999,TAG_Rare,UPG_MISC_157,N,DevFallback,Rare向泛用条目 158,LOC_UPG_MISC_158,Release
UPG_MISC_159,Defense升级 159,Legendary,Late,Defense,Stat,Defense,65,1,999,TAG_Defense,UPG_MISC_158,N,DevFallback,Defense向泛用条目 159,LOC_UPG_MISC_159,Release
UPG_MISC_160,Damage升级 160,Legendary,Late,Damage,Stat,Damage,64,1,999,TAG_Damage,UPG_MISC_159,N,DevFallback,Damage向泛用条目 160,LOC_UPG_MISC_160,Release
